judet,nume,xy,vaci,oi,capre,porci,oameni
Alba,Botesti,"337819,549647",14,0,0,0,24
Alba,Fata-Lazesti,"334742,550068",90,0,0,24,118
Alba,Floresti,"337937,551226",33,0,0,30,64
Alba,Lazesti,"338820,548916",94,0,0,20,117
Alba,Lespezea,"338410,555059",72,0,0,18,119
Alba,Matei,"336886,549798",41,0,0,24,68
Alba,Negesti,"335180,559227",89,0,0,31,183
Alba,Preluca,"334750,557222",76,0,0,60,100
Alba,Runc,"337352,555499",107,33,0,12,194
Alba,Sfoartea,"334204,560560",91,0,0,23,107
Alba,Stiuleti,"339463,552607",118,0,5,14,219
Alba,Trancesti,"335779,555739",26,0,0,13,42
Alba,Sancel,"418370,522783",326,3455,153,910,1745
Alba,Iclod,"417857,523923",89,1000,0,186,447
Alba,Panade,"419435,525520",146,1963,0,228,716
Alba,Santimbru,"395447,516132",108,1186,17,532,1150
Alba,Coslariu,"398391,518413",25,131,0,151,409
Alba,Dumitra,"397832,511595",81,1111,0,39,138
Alba,Galtiu,"396481,516623",301,531,8,457,403
Alba,Totoi,"395899,513650",183,1889,0,363,561
Alba,Sohodol,"346524,539602",95,12,4,100,225
Alba,Bazesti,"346567,537247",8,0,0,0,63
Alba,Bilanesti,"346061,539224",80,7,0,29,144
Alba,Bobaresti,"345005,539945",40,9,0,1,57
Alba,Bradeana,"344420,538209",150,3,4,1,196
Alba,Burzonesti,"346243,542935",45,0,0,9,68
Alba,Deoncesti,"345505,535363",47,0,0,0,45
Alba,Dilimani,"346871,541390",57,26,0,57,60
Alba,Furduiesti,"344770,536720",24,0,0,0,58
Alba,Gura Sohodol,"347947,541303",37,0,0,34,202
Alba,Hoanca,"343892,539808",17,2,37,2,101
Alba,Lazuri,"347425,542299",55,15,0,2,174
Alba,Lehesti,"344190,535739",79,72,0,4,77
Alba,Luminesti,"341020,538290",76,0,0,0,120
Alba,Moraresti,"347352,539336",56,10,0,0,55
Alba,Munesti,"345463,534204",71,0,0,2,57
Alba,Napaiesti,"346482,540806",36,5,0,0,54
Alba,Nelegesti,"345958,540163",38,0,0,19,44
Alba,Nicoresti,"346469,537790",53,21,0,34,57
Alba,Peles,"344236,539356",117,12,1,20,74
Alba,Poiana,"343266,535300",25,0,87,6,21
Alba,Robesti,"344977,534936",2,0,0,0,20
Alba,Sicoiesti,"344387,540088",25,0,0,2,40
Alba,Surdesti,"345717,537842",48,0,13,0,52
Alba,Sebisesti,"345111,540589",56,0,0,0,76
Alba,Simocesti,"345590,536560",171,0,0,4,68
Alba,Valea Verde,"341579,536631",19,0,0,0,31
Alba,Vladosesti,"347228,540167",61,459,2,13,94
Alba,Stremt,"394834,525595",146,3423,60,590,1439
Alba,Fata Pietrii,"385419,532864",59,126,0,63,111
Alba,Geoagiu de Sus,"391132,529254",153,2018,0,322,897
Alba,Geomal,"393416,529982",134,59,0,124,483
Alba,Sibot,"370545,494525",178,3296,41,401,1344
Alba,Balomiru de Camp,"372505,494507",38,1495,0,208,638
Alba,Bacainti,"366456,495012",36,72,0,53,322
Alba,Saracsau,"368453,495189",31,0,7,6,260
Alba,Sona,"423891,524764",156,2776,233,1539,979
Alba,Alecus,"422538,532863",15,2420,0,97,285
Alba,Biia,"422970,526154",60,5643,123,2023,1414
Alba,Lunca Tarnavei,"421562,524776",31,1062,152,632,458
Alba,Sanmiclaus,"427008,527972",885,1034,210,1391,1472
Alba,Valea Sasului,"424904,532095",7,620,99,11,39
Alba,Spring,"404961,497888",80,2335,2,107,607
Alba,Carpen,"399596,497069",0,142,0,0,227
Alba,Cunta,"400617,492467",144,545,0,73,597
Alba,Drasov,"402230,493908",14,2863,0,138,573
Alba,Vingard,"402651,502229",37,3161,111,65,696
Alba,Sugag,"392888,475977",347,4438,6,102,1317
Alba,Arti,"390799,472382",408,1391,0,89,456
Alba,Barsana,"388003,473790",272,435,0,69,302
Alba,Dobra,"394049,475242",145,341,10,50,1096
Alba,Jidostina,"389650,469514",154,263,0,39,138
Alba,Martinie,"389984,477801",231,923,0,12,536
Alba,Tau Bistra,"389406,465801",102,680,0,81,413
Alba,Teius,"397438,523939",767,5350,462,1968,6206
Alba,Beldiu,"400706,527102",26,722,51,108,249
Alba,Capud,"401542,523687",98,1094,0,134,369
Alba,Coslariu Nou,"397909,520373",2,5,0,33,95
Alba,Petelca,"402346,525441",60,167,0,103,280
Alba,Unirea,"408440,545575",725,5553,50,513,3924
Alba,Ciugudu de Jos,"403190,547307",89,3219,875,201,422
Alba,Ciugudu de Sus,"400702,548102",30,694,500,10,296
Alba,Dumbrava,"405366,549156",86,2613,1,158,387
Alba,Inoc,"406555,543556",142,888,0,19,271
Alba,Mahaceni,"403162,550525",13,2002,50,48,423
Alba,Vadu Motilor,"343125,545914",89,0,0,72,193
Alba,Bodesti,"344969,547732",130,14,0,88,162
Alba,Burzesti,"341824,546715",33,0,0,14,49
Alba,Dealu Frumos,"343712,548992",236,20,0,220,271
Alba,Lazesti,"341087,548721",43,0,0,13,56
Alba,Necsesti,"344903,545181",110,18,0,41,221
Alba,Poduri-Bricesti,"342372,547937",103,10,0,36,162
Alba,Popestii de Jos,"342383,546353",60,9,0,65,110
Alba,Popestii de Sus,"340993,548136",135,26,0,100,159
Alba,Tomutesti,"340225,548016",95,0,0,33,131
Alba,Totesti,"340658,549344",39,7,0,21,48
Alba,Valtori,"341189,547004",29,0,0,44,72
Alba,Valea Lunga,"425987,514439",287,4632,716,1875,1858
Alba,Faget,"435345,517354",13,526,15,13,95
Alba,Glogovet,"423186,516973",5,735,4,163,226
Alba,Lodroman,"428201,513523",22,553,235,113,274
Alba,Lunca,"427949,512119",32,488,40,166,553
Alba,Tauni,"432703,517115",12,2958,52,403,500
Alba,Vidra,"336980,543025",39,0,0,0,65
Alba,Bobaresti,"345280,542777",74,0,0,47,78
Alba,Bogdanesti,"344825,542502",35,15,0,0,64
Alba,Culdesti,"341955,544360",95,0,0,38,91
Alba,Dealu Goiesti,"339536,545811",84,0,0,43,89
Alba,Dos,"342583,543129",53,0,0,2,89
Alba,Dosu Luncii,"338501,542718",11,0,0,0,56
Alba,Dosu Vasesti,"335247,543099",7,0,0,0,15
Alba,Dragoiesti-Lunca,"344182,542672",55,1,0,9,109
Alba,Ficaresti,"342723,544652",43,4,0,0,62
Alba,Gligoresti,"333709,544964",8,0,0,0,40
Alba,Goiesti,"339843,544033",60,9,0,6,82
Alba,Haiducesti,"340249,545928",96,4,0,39,108
Alba,Jeflesti,"336447,544488",15,0,0,0,34
Alba,Lunca Bisericii,"336392,543038",33,0,0,3,78
Alba,Lunca de Jos,"337871,543448",59,1,0,33,31
Alba,Lunca Goiesti,"339061,543884",47,0,0,23,75
Alba,Lunca Vesesti,"341389,544077",67,3,0,2,85
Alba,Modolesti,"336023,544176",34,5,0,18,34
Alba,Nemesi,"336274,542754",62,0,0,40,85
Alba,Oidesti,"341019,544248",50,59,0,12,77
Alba,Pitarcesti,"345670,543117",20,0,0,0,42
Alba,Plescuta,"341995,542235",110,0,0,8,137
Alba,Poieni,"338646,540717",21,0,0,0,15
Alba,Ponorel,"343111,543054",51,121,0,13,52
Alba,Puiuletesti,"344566,543589",69,116,0,11,76
Alba,Runc,"345216,544091",55,0,0,20,87
Alba,Segaj,"334839,544658",13,9,0,0,43
Alba,Urdes,"341225,543300",24,0,0,0,45
Alba,Valea Morii,"342674,541952",67,13,0,15,184
Alba,Vasesti,"338226,544237",15,0,0,4,53
Alba,Valcaneasa,"340840,542764",51,0,0,0,57
Alba,Valcesti,"336399,545258",6,0,0,0,13
Alba,Vartanesti,"342147,543464",47,6,0,22,55
Alba,Vintu de Jos,"382316,500345",1802,4748,179,506,3029
Alba,Ciocasu,"381492,505715",10,0,0,0,25
Alba,Campu Goblii,"379451,501087",13,142,0,98,140
Alba,Criseni,"382774,505728",27,445,0,0,68
Alba,Dealu Ferului,"378728,501340",13,61,0,0,53
Alba,Gura Cutului,"376610,505425",14,185,0,15,50
Alba,Hategana,"379081,505142",31,330,0,0,48
Alba,Inuri,"380013,506114",85,1823,0,49,159
Alba,Laz,"377262,507002",13,62,0,0,23
Alba,Matacina,"377770,505325",0,348,37,5,22
Alba,Mereteu,"377749,500338",34,28,66,58,201
Alba,Parau lui Mihai,"382376,502560",37,598,17,97,127
Alba,Poienita,"380106,504739",35,81,0,0,48
Alba,Stauini,"382744,504759",10,56,0,13,68
Alba,Valea Goblii,"380740,501042",10,10,0,14,109
Alba,Valea lui Mihai,"381160,504052",43,373,0,20,52
Alba,Valea Vintului,"380048,503123",80,1364,81,51,546
Alba,Vurpar,"381453,501669",51,340,60,109,464
Arad,Arad,"214495,527642",2706,10621,525,2080,190114
Arad,Fantinele,"219760,520214",79,1634,40,498,2186
Arad,Alunis,"227915,516341",334,607,0,295,886
Arad,Frumuseni,"225591,517496",134,5528,367,483,1570
Arad,Tisa Noua,"218690,515587",54,819,0,197,903
Arad,Livada,"220366,531475",124,951,1,185,1328
Arad,Sinleani,"220488,529968",153,65,0,181,1428
Arad,Sofronea,"214937,537557",504,2150,14,192,1925
Arad,Sinpaul,"211437,535442",89,2467,0,152,626
Arad,Vladimirescu,"221611,524499",525,317,0,57,5559
Arad,Cicir,"227335,522283",40,1115,4,52,894
Arad,Horia,"226207,529263",77,2592,0,44,2205
Arad,Mindruloc,"226131,522605",416,0,6,47,1106
Arad,Chisineu-Cris,"231601,563715",649,18033,55,745,7156
Arad,Nadab,"231328,559479",182,11556,5,1150,1865
Arad,Curtici,"215116,544809",1347,983,148,1590,8146
Arad,Dorobanti,"210049,545785",159,1665,0,623,1841
Arad,Ineu,"256506,552184",529,10940,227,1605,9942
Arad,Mocrea,"254810,547993",50,3942,5,277,973
Arad,Lipova,"243767,515356",441,5638,96,670,8829
Arad,Radna,"243048,515846",32,738,95,241,2435
Arad,Soimos,"245634,517098",24,545,0,149,795
Arad,Nadlac,"170705,527325",887,7232,168,1323,8458
Arad,Pancota,"244488,541909",1411,10791,191,218,5989
Arad,Maderat,"245834,538043",227,2565,84,155,1457
Arad,Sebis,"278661,545376",185,949,65,895,5943
Arad,Donceni,"282187,547403",27,0,31,121,192
Arad,Prunisor,"278056,550628",85,878,0,139,619
Arad,Salajeni,"282963,544712",56,287,54,53,239
Arad,Almas,"286008,535382",183,1890,677,1226,1662
Arad,Cil,"288493,535176",152,0,0,186,661
Arad,Joia Mare,"282031,537231",81,0,2,78,218
Arad,Radesti,"287476,533747",225,65,10,121,578
Arad,Apateu,"252376,574220",515,5744,0,1056,2536
Arad,Berechiu,"257803,575866",729,3056,176,718,991
Arad,Motiori,"258150,573324",181,97,0,341,433
Arad,Archis,"272972,557333",169,1519,307,345,488
Arad,Groseni,"278096,559335",901,1508,135,494,982
Arad,Nermis,"275269,556655",108,1786,0,117,242
Arad,Bata,"269984,506187",123,2925,246,738,477
Arad,Bacau de Mijloc,"274426,501578",86,938,0,112,237
Arad,Bulci,"275211,504528",25,50,90,18,162
Arad,Tela,"272171,502774",119,1648,69,216,375
Arad,Beliu,"267993,559060",279,4824,3,174,1999
Arad,Benesti,"269394,563413",59,824,0,47,133
Arad,Bochia,"269750,564935",21,12,0,1,108
Arad,Vasile Goldis,"264062,563232",61,2188,4,73,505
Arad,Secaci,"272302,568037",97,247,0,47,228
Arad,Tagadau,"269223,560850",31,338,0,34,569
Arad,Birchis,"279962,500013",325,12719,40,436,752
Arad,Capalnas,"284204,500939",131,2346,28,693,1024
Arad,Ostrov,"277216,500914",115,312,0,281,264
Arad,Virismort,"278079,500389",14,498,0,52,66
Arad,Barsa,"274251,546919",79,2088,0,197,1077
Arad,Aldesti,"271771,548117",116,125,0,280,630
Arad,Hodis,"270562,544104",106,1824,0,49,226
Arad,Voivodeni,"271215,548613",77,1682,0,65,168
Arad,Barzava,"266900,516241",175,1655,95,506,1063
Arad,Batuta,"271400,509813",0,0,3,17,94
Arad,Capruta,"269343,514185",66,0,27,177,348
Arad,Dumbravita,"273743,514750",101,17,112,188,385
Arad,Grosii Noi,"276765,517337",88,9,0,130,346
Arad,Lalasint,"267918,512280",76,548,16,218,519
Arad,Monorostia,"268406,515989",47,0,13,179,292
Arad,Slatina de Mures,"281840,521212",297,0,0,96,232
Arad,Bocsig,"264299,551489",186,5953,158,699,2580
Arad,Manerau,"267739,550393",23,1041,0,131,452
Arad,Rapsig,"270287,551072",176,12533,0,656,854
Arad,Brazii,"293892,530272",15,0,0,36,129
Arad,Buceava-Soimus,"294229,526017",69,398,0,38,256
Arad,Iacobini,"294324,529175",23,130,11,35,277
Arad,Madrigesti,"291441,526202",149,405,0,31,331
Arad,Secas,"291424,528982",45,505,9,158,515
Arad,Buteni,"277527,540793",314,27856,757,1486,2201
Arad,Berindia,"280606,539604",38,0,0,156,253
Arad,Cuied,"269988,541918",245,4521,101,615,884
Arad,Paulin,"280465,541133",65,77,34,191,364
Arad,Carand,"275593,553594",78,696,0,50,801
Arad,Selistea,"270896,556080",137,0,0,160,594
Arad,Cermei,"257331,565776",288,11475,7,441,1914
Arad,Avram Iancu,"262877,564690",60,65,0,15,132
Arad,Somosches,"257671,568639",105,7562,256,357,983
Arad,Chisindia,"275785,536579",214,351,346,534,1158
Arad,Paiuseni,"275243,531818",352,30,163,432,574
Arad,Vasoaia,"272883,532396",105,184,3,114,148
Arad,Conop,"258143,516288",52,1147,42,455,581
Arad,Belotint,"262441,513095",30,1794,13,127,385
Arad,Chelmac,"258293,513822",21,1247,0,142,459
Arad,Milova,"251991,516759",30,81,40,170,560
Arad,Odvos,"253722,517381",36,1145,0,261,493
Arad,Covasint,"237536,528462",112,5555,206,1320,2595
Arad,Craiva,"267451,569269",81,2120,0,235,636
Arad,Chislaca,"266308,566124",174,828,0,423,703
Arad,Ciuntesti,"272658,573880",69,0,0,343,234
Arad,Coroi,"265823,570289",38,1518,0,78,203
Arad,Maraus,"272030,570338",67,11,0,371,349
Arad,Rogoz de Beliu,"269830,571741",92,0,0,182,213
Arad,Stoinesti,"271396,572433",153,20,0,261,219
Arad,Susag,"263016,572531",161,5483,0,376,512
Arad,Siad,"268614,571684",6,230,30,207,334
Arad,Talmaci,"260962,572582",9,1725,0,25,89
Arad,Dezna,"287373,548757",91,0,0,371,975
Arad,Buhani,"284479,549013",20,1133,0,142,215
Arad,Laz,"287748,544835",41,0,0,112,114
Arad,Neagra,"284804,552111",87,0,0,55,203
Arad,Slatina de Cris,"286312,551809",128,1522,0,169,229
Arad,Dieci,"287406,538836",384,1857,99,1028,880
Arad,Cociuba,"282442,538221",9,0,83,2,174
Arad,Crocna,"291066,539919",197,142,0,287,555
Arad,Revetis,"283300,538658",129,137,0,225,188
Arad,Rosia,"283402,541346",4,1871,30,26,86
Arad,Dorgos,"254481,510492",29,1128,66,105,244
Arad,Bruznic,"258448,502631",64,3137,47,113,214
Arad,Patars,"255515,504564",27,1236,3,62,108
Arad,Ususau,"252742,512800",65,1649,62,408,533
Arad,Zabalt,"260906,505529",47,488,0,146,312
Arad,Felnac,"201401,520286",85,3973,22,282,2496
Arad,Bodrogu Nou,"205375,521355",26,0,1,100,216
Arad,Calugareni,"204310,521204",25,0,0,42,244
Arad,Zadareni,"206877,521722",111,783,11,462,2032
Arad,Ghioroc,"235805,522708",58,2055,88,282,1867
Arad,Cuvin,"236140,524547",193,2449,133,305,1579
Arad,Minis,"236913,520761",37,0,12,100,764
Arad,Graniceri,"215610,564377",241,8393,2,482,1285
Arad,Siclau,"220331,561007",210,8164,9,554,1177
Arad,Gurahont,"294478,533435",267,163,409,100,2160
Arad,Bontesti,"291682,534065",116,0,54,52,703
Arad,Dulcele,"296726,542813",64,0,0,25,123
Arad,Fenis,"293924,536436",34,582,0,38,214
Arad,Hontisor,"294278,531585",21,0,150,80,373
Arad,Iosas,"294014,534973",26,5,0,50,273
Arad,Mustesti,"288423,529945",1,653,51,0,105
Arad,Pescari,"292207,536355",48,0,2,61,357
Arad,Valea Mare,"296067,539061",14,0,0,76,134
Arad,Zimbru,"298348,540663",181,136,0,48,453
Arad,Halmagiu,"314275,532761",429,1538,314,161,1200
Arad,Banesti,"315018,534898",180,6,26,36,306
Arad,Bodesti,"312930,535266",179,350,0,39,241
Arad,Brusturi,"318098,540994",369,117,11,175,605
Arad,Cristesti,"314218,536306",64,0,0,49,137
Arad,Ionesti,"311233,529461",103,0,0,34,242
Arad,Leasa,"310259,533528",117,31,0,11,356
Arad,Lestioara,"311549,534013",73,0,0,9,92
Arad,Poienari,"314154,528807",163,286,26,8,270
Arad,Tisa,"310404,531662",107,81,0,23,338
Arad,Tarmure,"311176,530261",244,12,0,59,294
Arad,Halmagel,"316170,532595",527,0,171,37,727
Arad,Luncsoara,"316730,538430",371,90,0,147,644
Arad,Sarbi,"317763,534819",83,5,0,2,200
Arad,Tarnavita,"318325,531079",63,0,0,0,255
Arad,Tohesti,"315493,530450",113,151,0,48,153
Arad,Hasmas,"274974,560154",94,812,50,71,583
Arad,Agrisu Mic,"273332,562881",62,1148,0,57,242
Arad,Botfei,"274164,565358",25,656,234,0,261
Arad,Clit,"276191,561273",14,0,0,20,98
Arad,Comanesti,"272464,560937",65,353,0,59,141
Arad,Urvisu de Beliu,"275751,562651",140,1507,106,18,263
Arad,Ignesti,"281694,549456",114,400,18,182,273
Arad,Minead,"283083,550187",64,268,0,51,149
Arad,Nadalbesti,"283730,554300",58,668,30,20,153
Arad,Susani,"282562,554392",102,1212,30,115,283
Arad,Iratosu,"206959,541800",3563,18,103,741,2053
Arad,Variasu Mare,"204126,537802",26,1089,37,180,447
Arad,Variasu Mic,"204988,539693",99,0,2,49,137
Arad,Macea,"215719,549430",126,3911,0,1148,3948
Arad,Sanmartin,"218399,552778",113,6021,275,350,1767
Arad,Misca,"238695,572612",207,8862,2,382,1165
Arad,Satu Nou,"246686,574487",240,5692,20,447,898
Arad,Vanatori,"244432,574790",188,3850,0,323,1180
Arad,Zerindu Mic,"241747,575578",76,3544,0,147,267
Arad,Moneasa,"288221,554565",17,257,237,75,964
Arad,Ranusa,"288334,551564",21,197,102,100,327
Arad,Olari,"233411,548723",376,4894,25,1157,1598
Arad,Sintea Mica,"238152,551608",63,4028,0,524,413
Arad,Paulis,"235974,518561",115,2208,27,568,1812
Arad,Baratca,"238839,517443",7,0,0,52,309
Arad,Cladova,"240804,520542",62,208,0,106,389
Arad,Sambateni,"230834,521559",918,3703,108,730,1710
Arad,Pecica,"195340,526022",4577,954,140,2358,11472
Arad,Sederhat,"202563,530981",714,1268,87,244,277
Arad,Turnu,"200453,535938",822,14364,55,894,1164
Arad,Peregu Mare,"183415,534140",72,0,70,381,1011
Arad,Peregu Mic,"186673,535798",86,0,19,510,1047
Arad,Petris,"297621,507833",64,3,62,250,702
Arad,Corbesti,"297362,511734",51,0,4,131,248
Arad,Ilteu,"295430,504991",54,769,1,155,346
Arad,Obarsia,"301346,518305",97,0,0,66,165
Arad,Rosia Noua,"298074,515518",159,50,117,112,417
Arad,Seliste,"297249,506611",36,0,8,60,142
Arad,Pilu,"219330,570528",73,5819,53,204,994
Arad,Varsand,"219151,575197",239,4007,0,58,867
Arad,Plescuta,"301044,536577",67,0,0,244,349
Arad,Aciuta,"303038,535202",35,55,0,91,295
Arad,Budesti,"302460,532078",10,0,0,39,59
Arad,Dumbrava,"301432,534098",86,0,0,80,147
Arad,Gura Vaii,"298631,535834",42,0,41,171,223
Arad,Rostoci,"298937,535037",37,0,0,84,158
Arad,Talagiu,"304664,533938",120,91,119,196,565
Arad,Savarsin,"285276,505342",64,211,10,360,1490
Arad,Caprioara,"288563,501523",118,307,145,233,380
Arad,Cuias,"289605,503403",9,0,0,45,92
Arad,Halalis,"282909,504951",13,16,16,57,162
Arad,Parnesti,"286151,511943",70,2,0,176,274
Arad,Temesesti,"288315,509305",40,5,0,113,173
Arad,Toc,"291732,504918",52,1,59,375,501
Arad,Troas,"290400,514110",51,0,40,73,258
Arad,Valea Mare,"285378,502614",46,0,0,15,270
Arad,Secusigiu,"188500,517630",149,5330,102,462,2135
Arad,Munar,"191351,519163",32,2291,23,168,539
Arad,Satu Mare,"186362,515331",280,2249,83,349,1005
Arad,Sanpetru German,"193684,520196",188,4439,114,212,1952
Arad,Seleus,"246224,547774",251,2935,0,795,2138
Arad,Iermata,"250811,547744",40,1546,0,183,483
Arad,Moroda,"250277,546229",134,3446,73,378,707
Arad,Semlac,"184596,520579",404,789,36,1548,3787
Arad,Sintea Mare,"238712,563372",290,10377,21,653,1164
Arad,Adea,"237264,567364",237,5436,226,139,1025
Arad,Tipar,"240732,558368",246,1085,3,512,1405
Arad,Santana,"230663,544225",854,6575,621,3859,10877
Arad,Caporal Alexa,"236134,543238",168,4822,5,632,1248
Arad,Socodor,"226040,562848",763,21643,26,2249,2322
Arad,Sagu,"211765,513521",109,3837,66,1069,2033
Arad,Cruceni,"215674,514228",133,1588,19,451,613
Arad,Firiteaz,"218266,508707",458,2103,358,417,455
Arad,Fiscut,"220157,509733",63,1778,57,306,527
Arad,Hunedoara Timisana,"214327,510074",26,794,18,166,230
Arad,Seitin,"177795,520483",643,5328,136,1561,2713
Arad,Sepreus,"248861,568672",471,16168,101,1664,2759
Arad,Sicula,"250164,553514",490,12078,216,647,2592
Arad,Cherelus,"246302,557352",207,10709,0,628,1032
Arad,Gurba,"252523,556982",123,11264,10,496,1350
Arad,Silindia,"261845,542367",22,885,0,199,489
Arad,Camna,"264213,539174",0,164,50,0,99
Arad,Iercoseni,"266756,543049",13,1255,0,36,71
Arad,Luguzau,"263302,541407",6,1023,208,63,158
Arad,Satu Mic,"260286,543639",81,351,0,110,214
Arad,Simand,"226395,553247",466,8030,159,3937,4049
Arad,Siria,"240138,535451",1002,7864,913,505,5030
Arad,Galsa,"241166,537477",295,7454,6,495,1993
Arad,Masca,"242801,538343",397,510,0,385,1034
Arad,Sistarovat,"246999,506338",159,2912,4,4,314
Arad,Cuvesdia,"241954,500075",19,8949,0,29,57
Arad,Labasint,"250433,500611",13,692,0,0,15
Arad,Varnita,"252114,507515",2,907,0,0,12
Arad,Taut,"261488,536926",93,2868,271,353,972
Arad,Minisel,"267684,533062",50,646,56,146,274
Arad,Minisu de Sus,"268786,535688",9,575,16,12,216
Arad,Nadas,"264001,529525",402,3757,430,887,1027
Arad,Tarnova,"252630,540200",295,3454,0,524,1888
Arad,Agrisu Mare,"249148,535402",124,6416,504,204,1013
Arad,Araneag,"250792,533166",31,1388,70,41,467
Arad,Chier,"254813,542915",102,2490,0,210,1130
Arad,Draut,"253242,533906",72,716,367,115,1100
Arad,Dud,"257145,537994",90,1464,33,227,546
Arad,Varadia de Mures,"279296,505006",120,1218,0,317,768
Arad,Baia,"280823,513978",70,0,0,86,175
Arad,Julita,"277602,508363",52,59,61,206,476
Arad,Lupesti,"284171,511482",244,0,0,140,365
Arad,Nicolae Balcescu,"274441,507858",67,598,54,208,316
Arad,Stejar,"279105,507773",33,0,15,170,179
Arad,Vinga,"206141,508772",289,6682,36,246,4132
Arad,Mailat,"197768,512047",174,1273,3,111,1133
Arad,Manastur,"199657,508348",89,5561,14,207,1153
Arad,Varfurile,"308924,536929",304,365,72,283,950
Arad,Avram Iancu,"304789,541165",612,401,11,448,883
Arad,Grosi,"310653,544347",61,0,0,33,146
Arad,Lazuri,"311543,540998",255,225,70,169,540
Arad,Magulicea,"309530,539862",225,175,0,203,359
Arad,Mermesti,"311730,537400",114,0,0,44,242
Arad,Poiana,"302609,543248",127,0,0,107,249
Arad,Vidra,"307833,539550",180,0,12,158,369
Arad,Zabrani,"232858,513555",186,4128,6,343,2146
Arad,Chesint,"234469,511233",69,6725,92,376,1207
Arad,Neudorf,"237632,513309",60,2411,0,164,1020
Arad,Zarand,"241675,550681",326,16583,23,632,1494
Arad,Cintei,"235288,555119",434,6854,100,550,1239
Arad,Zerind,"232402,575216",164,6033,39,267,1013
Arad,Iermata Neagra,"231094,576862",161,6492,3,309,666
Arad,Zimandu Nou,"221728,537548",1461,55,42,446,1535
Arad,Andrei Saguna,"221107,538356",72,329,19,460,1824
Arad,Zimandcuz,"220255,534787",366,349,16,177,1202
Arges,Pitesti,"490194,373163",150,392,404,543,179337
Arges,Bascov,"485454,377909",66,0,21,97,4120
Arges,Braileni,"481917,375836",53,0,43,209,439
Arges,Glimbocu,"483560,377080",33,4,16,98,658
Arges,Mica,"480803,376093",37,5,12,32,549
Arges,Prislopu Mic,"479606,377359",11,0,5,3,280
Arges,Schiau,"484662,379174",56,44,0,12,560
Arges,Uiasca,"486032,375943",20,0,7,21,571
Arges,Valea Ursului,"481857,376609",33,11,0,116,764
Arges,Bradu,"491881,364449",384,427,431,494,3416
