judet,nume,xy
BH,Tărcaia,"298317,573872"
BH,Mierag,"298264,570514"
BH,Tărcăița,"295826,568852"
BH,Totoreni,"299983,571543"
BH,Tăuteu,"298677,644721"
BH,Bogei,"300312,643995"
BH,Chiribiș,"299049,649101"
BH,Ciutelec,"302274,643540"
BH,Poiana,"299775,647464"
BH,Tileagd,"287438,622886"
BH,Bălaia,"285402,626999"
BH,Călătani,"286968,620130"
BH,Poșoloaca,"290493,621763"
BH,Tilecuș,"288583,617356"
BH,Uileacu de Criș,"288497,623933"
BH,Tinca,"265836,590700"
BH,Belfir,"266949,586454"
BH,Girișu Negru,"263869,585322"
BH,Gurbediu,"260712,592960"
BH,Râpa,"272848,591252"
BH,Tulca,"253827,592444"
BH,Căuașd,"257301,592780"
BH,Țețchea,"296765,619688"
BH,Hotar,"293649,616872"
BH,Subpiatră,"295352,617449"
BH,Telechiu,"292989,620868"
BH,Uileacu de Beiuș,"287505,579890"
BH,Forău,"286049,582765"
BH,Prisaca,"288090,582737"
BH,Vălanii de Beiuș,"289463,581620"
BH,Vadu Crișului,"311146,612556"
BH,Birtin,"309697,613038"
BH,Tomnatic,"306766,604188"
BH,Topa de Criș,"312455,614301"
BH,Valea lui Mihai,"284037,672992"
BH,Viișoara,"307178,657280"
BH,Izvoarele,"303541,658857"
BH,Pădureni,"308520,660766"
BH,Reghea,"310256,655994"
BH,Vârciorog,"293382,611321"
BH,Fâșca,"296881,612840"
BH,Surducel,"296992,606509"
BH,Șerghiș,"290064,612627"
BH,Băile Felix,"270495,614406"
BH,Păcălești,"301590,572547"
BN,Bistrița,"461585,625934"
BN,Ghinda,"467651,626393"
BN,Sărata,"457185,619456"
BN,Sigmir,"456577,626295"
BN,Slătinița,"464164,633938"
BN,Unirea,"464425,629095"
BN,Viișoara,"458217,622768"
BN,Beclean,"437617,631374"
BN,Coldău,"434336,631586"
BN,Figa,"440285,627081"
BN,Rusu de Jos,"437223,627516"
BN,Năsăud,"454992,643034"
BN,Liviu Rebreanu,"457084,640214"
BN,Lușca,"455110,642335"
BN,Sângeorz-Băi,"475237,652152"
BN,Cormaia,"476167,654546"
BN,Valea Borcutului,"473791,652862"
BN,Bistrița Bârgăului,"481957,634356"
BN,Colibița,"492933,630248"
BN,Braniștea,"429318,630695"
BN,Cireșoaia,"428873,627417"
BN,Măluț,"432140,630715"
BN,Budacu de Jos,"463579,620937"
BN,Buduș,"464838,620262"
BN,Jelna,"466304,623409"
BN,Monariu,"460205,618613"
BN,Simionești,"462235,618681"
BN,Budești,"442421,597728"
BN,Budești-Fânațe,"441871,594100"
BN,Țagu,"441602,591439"
BN,Țăgșoru,"441620,588616"
BN,Căianu Mic,"436193,637691"
BN,Căianu Mare,"436683,637338"
BN,Ciceu-Poieni,"431100,644905"
BN,Dobric,"433976,638948"
BN,Dobricel,"432953,644478"
BN,Dumbrăvița,"438299,640136"
BN,Satu Nou,"471700,623446"
BN,Budacu de Sus,"473986,617995"
BN,Dumitrița,"471581,619145"
BN,Orheiu Bistriței,"469231,621917"
BN,Petriș,"471397,622656"
BN,Ragla,"471277,619078"
BN,Ciceu-Giurgești,"425745,639063"
BN,Breaza,"429151,650586"
BN,Dumbrăveni,"423493,643145"
BN,Negrilești,"428073,641660"
BN,Purcărete,"428563,646012"
BN,Chiochiș,"437450,609364"
BN,Apatiu,"438114,611421"
BN,Bozieș,"438546,615246"
BN,Buza Cătun,"438380,604844"
BN,Chețiu,"439410,614911"
BN,Jimbor,"439743,603246"
BN,Manic,"439189,607305"
BN,Sânnicoară,"433725,609321"
BN,Strugureni,"439604,609372"
BN,Țentea,"434520,611575"
BN,Chiuza,"442513,637509"
BN,Mireș,"442052,640885"
BN,Piatra,"444419,639048"
BN,Săsarm,"440874,634963"
BN,Coșbuc,"454094,651938"
BN,Bichigiu,"450126,658616"
BN,Dumitra,"459827,636033"
BN,Cepari,"456699,637405"
BN,Tărpiu,"454947,632718"
BN,Feldru,"469369,642165"
BN,Nepos,"464685,642089"
BN,Galații Bistriței,"456120,610384"
BN,Albeștii Bistriței,"458257,610506"
BN,Dipșa,"457307,607104"
BN,Herina,"455600,613499"
BN,Tonciu,"452744,611151"
BN,Ilva Mare,"491245,651520"
BN,Ivăneasa,"493086,648801"
BN,Ilva Mica,"474319,645386"
BN,Josenii Bârgăului,"475386,634298"
BN,Mijlocenii Bârgăului,"476472,635186"
BN,Rusu Bârgăului,"472678,633162"
BN,Strâmba,"473513,636556"
BN,Lechința,"448883,613573"
BN,Bungard,"448889,604659"
BN,Chiraleș,"448073,621133"
BN,Sângeorzu Nou,"451189,607062"
BN,Sâniacob,"446693,617666"
BN,Țigău,"449386,619184"
BN,Vermeș,"448277,611647"
BN,Leșu,"481202,645861"
BN,Lunca Leșului,"483065,645558"
BN,Livezile,"467937,631393"
BN,Cușma,"477619,625642"
BN,Dorolea,"472551,630465"
BN,Dumbrava,"471479,635058"
BN,Valea Poenii,"472455,632073"
BN,Lunca Ilvei,"497814,651611"
BN,Maieru,"480758,655776"
BN,Anieș,"482533,657126"
BN,Matei,"444208,609365"
BN,Bidiu,"442113,616345"
BN,Corvinești,"443756,613306"
BN,Enciu,"443038,617036"
BN,Fântânele,"444725,604808"
BN,Moruț,"444659,607079"
BN,Măgura Ilvei,"485583,652657"
BN,Arșița,"487506,651074"
BN,Poiana Ilvei,"480438,650909"
BN,Mărișelu,"462651,612511"
BN,Bârla,"466416,612594"
BN,Domnești,"460283,615345"
BN,Jeica,"462457,609059"
BN,Măgurele,"462745,612878"
BN,Nețeni,"459101,612560"
BN,Sântioana,"466955,612116"
BN,Miceștii de Câmpie,"447519,595870"
BN,Fântânița,"449683,592635"
BN,Visuia,"446230,593264"
BN,Milaș,"456761,591313"
BN,Comlod,"457528,595594"
BN,Dupa Deal,"458078,589764"
BN,Ghemeș,"457561,587326"
BN,Hirean,"454904,590645"
BN,Orosfaia,"455944,594730"
BN,Monor,"476604,605587"
BN,Gledin,"477893,606716"
BN,Nimigea de Jos,"447083,639559"
BN,Florești,"445462,637887"
BN,Mintiu,"451015,637690"
BN,Mititei,"448355,642880"
BN,Mocod,"446800,640553"
BN,Mogoșeni,"443512,635183"
BN,Nimigea de Sus,"449040,642519"
BN,Tăure,"448607,634305"
BN,Nușeni,"439476,622386"
BN,Beudiu,"437115,618502"
BN,Dumbrava,"434383,623018"
BN,Feleac,"442923,621100"
BN,Malin,"434537,624718"
BN,Rusu de Sus,"437857,624919"
BN,Vița,"435430,616133"
BN,Parva,"465441,655259"
BN,Reteag,"425644,633368"
BN,Bața,"423920,632587"
BN,Ciceu-Corabia,"419666,638834"
BN,Ciceu-Mihăiești,"422309,632283"
BN,Lelești,"421038,636355"
BN,Prundu Bârgăului,"480438,635621"
BN,Susenii Bârgăului,"477834,635980"
BN,Rebra,"462196,647483"
BN,Rebrișoara,"458530,643238"
BN,Gersa I,"459277,648660"
BN,Gersa Ii,"459836,652954"
BN,Poderei,"460795,642506"
BN,Rodna,"486195,658131"
BN,Valea Vinului,"487210,664532"
BN,Romuli,"457620,672002"
BN,Dealu Ștefăniței,"456440,675639"
BN,Salva,"451273,645337"
BN,Runcu Salvei,"449020,649575"
BN,Silivașu de Câmpie,"446584,587171"
BN,Draga,"444313,587021"
BN,Fânațele Silivașului,"444720,589157"
BN,Porumbenii,"448021,584925"
BN,Sânmihaiu de Câmpie,"449398,599409"
BN,Brăteni,"453682,601520"
BN,La Curte,"452236,598481"
BN,Sălcuța,"446906,602189"
BN,Stupini,"452729,597489"
BN,Zoreni,"444819,599899"
BN,Spermezeu,"436176,644156"
BN,Hălmăsău,"434987,649862"
BN,Lunca Borlesei,"436822,647696"
BN,Păltineasa,"440067,644281"
BN,Sita,"438256,646562"
BN,Șeșuri Spermezeu-Vale,"436416,646740"
BN,Șanț,"491753,660026"
BN,Valea Mare,"495943,662894"
BN,Șieu,"470277,611383"
BN,Ardan,"475086,614513"
BN,Posmuș,"468969,608568"
BN,Șoimuș,"471396,615891"
BN,Șieu-Măgheruș,"452787,621313"
BN,Arcalia,"451841,620307"
BN,Chintelnic,"449693,622592"
BN,Crainimăt,"454539,619220"
BN,Podirei,"449533,624438"
BN,Sărățel,"455785,617114"
BN,Valea Măgherușului,"454492,624127"
BN,Șieu-Odorhei,"446105,628010"
BN,Agrișu de Jos,"442194,628872"
BN,Agrișu de Sus,"441597,628214"
BN,Bretea,"442586,625231"
BN,Coasta,"445527,625318"
BN,Cristur-Șieu,"447112,624803"
BN,Șirioara,"446493,622714"
BN,Șieuț,"473304,608644"
BN,Lunca,"475743,613240"
BN,Ruștior,"474963,610431"
BN,Sebiș,"478453,611903"
BN,Șintereag,"446181,631411"
BN,Blăjenii de Jos,"450949,630023"
BN,Blăjenii de Sus,"453973,629341"
BN,Caila,"451994,627282"
BN,Cociu,"441843,633570"
BN,Șieu-Sfântu,"447525,627474"
BN,Șintereag-Gară,"444868,631135"
BN,Teaca,"462389,601135"
BN,Archiud,"457271,599098"
BN,Budurleni,"456194,602421"
BN,Ocnița,"460873,596000"
BN,Pinticu,"465117,604607"
BN,Viile Tecii,"458925,605351"
BN,Telciu,"454609,659172"
BN,Fiad,"453810,665459"
BN,Telcișor,"458652,662417"
BN,Tiha Bârgăului,"482070,636211"
BN,Ciosa,"496116,641999"
BN,Mureșenii Bârgăului,"489392,634564"
BN,Piatra Fântânele,"501355,637874"
BN,Tureac,"485302,636686"
BN,Târlișua,"437765,654035"
BN,Agrieș,"434704,655986"
BN,Agrieșel,"431607,656054"
BN,Borleasa,"437841,649942"
BN,Cireași,"439214,657281"
BN,Lunca Săteasca,"437914,657469"
BN,Molișet,"435153,661702"
BN,Oarzina,"439296,658172"
BN,Răcăteșu,"439326,653948"
BN,Șendroaia,"437101,661279"
BN,Uriu,"429013,634277"
BN,Cristeștii Ciceului,"431507,633013"
BN,Hășmașu Ciceului,"428877,637325"
BN,Ilișua,"431121,635844"
BN,Urmeniș,"451559,585967"
BN,Câmp,"453432,586722"
BN,Coșeriu,"452593,590842"
BN,Delureni,"450150,590784"
BN,Fânațe,"454064,588363"
BN,Podenii,"445184,590454"
BN,Scoabe,"447512,590545"
BN,Șopteriu,"450204,588869"
BN,Valea,"452537,584215"
BN,Valea Mare,"453665,589410"
BN,Zagra,"445558,647469"
BN,Alunișul,"445575,654902"
BN,Perișor,"441575,646348"
BN,Poienile Zagrei,"443892,654444"
BN,Suplai,"444185,659946"
BT,Botoșani,"625361,694720"
BT,Curtești,"623856,692057"
BT,Agafton,"619929,691186"
BT,Băiceni,"624453,689508"
BT,Hudum,"622118,694320"
BT,Mănăstirea Doamnei,"620755,692749"
BT,Orășeni-Deal,"625899,687628"
BT,Orășeni-Vale,"625130,686389"
BT,Răchiți,"626512,697334"
BT,Cișmea,"625083,697721"
BT,Costești,"625538,701450"
BT,Roșiori,"629067,697148"
BT,Stăuceni,"631151,693984"
BT,Siliștea,"632222,692290"
BT,Tocileni,"634058,691708"
BT,Victoria,"635139,693384"
BT,Darabani,"618744,744279"
BT,Bajura,"614477,745813"
BT,Eșanca,"623161,742715"
BT,Lismănița,"624176,738938"
BT,Dorohoi,"604645,718012"
BT,Dealu Mare,"605696,714827"
BT,Loturi Enescu,"603443,721996"
BT,Progresul,"609423,723884"
BT,Săveni,"638917,719046"
BT,Bodeasa,"643538,720979"
BT,Bozieni,"642049,717887"
BT,Chișcăreni,"636776,719643"
BT,Petricani,"637681,719103"
BT,Sat Nou,"637538,720485"
BT,Albești,"655754,690137"
BT,Buimăceni,"656969,687906"
BT,Coștiugeni,"653478,689356"
BT,Jijia,"657605,685349"
BT,Mășcăteni,"653228,693026"
BT,Tudor Vladimirescu,"663060,689693"
BT,Avrămeni,"645262,725875"
BT,Adășeni,"644427,731795"
BT,Aurel Vlaicu,"642632,724155"
BT,Dimitrie Cantemir,"648855,730322"
BT,Ichimeni,"639801,728543"
BT,Panaitoaia,"647544,728659"
BT,Timuș,"648785,727717"
BT,Tudor Vladimirescu,"649129,722678"
BT,Zoițani,"646573,730440"
BT,Bălușeni,"634885,687071"
BT,Bălușenii Noi,"636918,689000"
BT,Buzeni,"631038,688211"
BT,Coșuleni,"632010,688606"
BT,Draxini,"636907,685697"
BT,Zăicești,"629489,689270"
BT,Brăești,"609051,707945"
BT,Poiana,"606613,706072"
BT,Popeni,"611619,706043"
BT,Vâlcelele,"608944,706096"
BT,Broscăuți,"608435,718172"
BT,Slobozia,"610630,718709"
BT,Bucecea,"607601,698166"
BT,Bohoghina,"605972,701085"
BT,Călinești,"610111,696404"
BT,Călărași,"669774,680878"
BT,Libertatea,"671954,682206"
BT,Pleșani,"672022,679006"
BT,Concești,"616028,740884"
BT,Movileni,"619043,738755"
BT,Copălău,"639530,681465"
BT,Buda,"635910,682241"
BT,Cerbu,"641776,681477"
BT,Coșula,"633650,682207"
BT,Cotu,"639940,679313"
BT,Pădureni,"633199,681111"
BT,Șupitca,"634091,680405"
BT,Cordăreni,"619189,722925"
BT,Grivița,"617713,725051"
BT,Corlăteni,"616200,715698"
BT,Carasa,"613566,716909"
BT,Dimăcheni,"615539,713598"
BT,Mateieni,"619108,714500"
BT,Podeni,"623676,715371"
BT,Recia-Verbia,"611481,715004"
BT,Vlădeni,"620363,715473"
BT,Corni,"618321,684141"
BT,Balta Arsă,"621846,687392"
BT,Mesteacăn,"622497,681697"
BT,Sarafinești,"620829,680972"
BT,Coțușca,"638181,738392"
BT,Avram Iancu,"640429,731666"
BT,Cotu Miculinți,"644721,744994"
BT,Crasnaleuca,"645573,741611"
BT,Ghireni,"640377,740923"
BT,Mihail Kogălniceanu,"636789,732921"
BT,Nichiteni,"638722,734571"
BT,Nicolae Bălcescu,"632866,735384"
BT,Puțureni,"636594,736554"
BT,Cristești,"630477,683333"
BT,Oneaga,"630327,676634"
BT,Schit-Orășeni,"626952,683592"
BT,Unguroaia,"628071,680011"
BT,Cristinești,"603418,734256"
BT,Baranca,"597957,738030"
BT,Dragalina,"608465,729622"
BT,Fundu Herții,"597821,735725"
BT,Poiana,"600196,734089"
BT,Dersca,"590689,721857"
BT,Lozna,"595406,717690"
BT,Străteni,"596883,716083"
BT,Dângeni,"647348,707708"
BT,Hulub,"647117,704785"
BT,Iacobeni,"643140,708619"
BT,Strahotin,"645619,707609"
BT,Dobârceni,"654665,704976"
BT,Bivolari,"654141,703704"
BT,Cișmănești,"655441,707500"
BT,Livada,"656978,705106"
BT,Murguța,"659601,704645"
BT,Brăteni,"651718,708801"
BT,Drăgușeni,"634769,725957"
BT,Podriga,"636888,724506"
BT,Sarata-Drăgușeni,"635522,732181"
BT,Durnești,"658323,698418"
BT,Băbiceni,"655540,697055"
BT,Bârsănești,"656088,700883"
BT,Broșteni,"656574,697046"
BT,Cucuteni,"660193,699937"
BT,Guranda,"655003,699602"
BT,Flamânzi,"641267,674378"
BT,Poiana,"640245,675538"
BT,Frumușica,"643194,672187"
BT,Boscoteni,"640827,669242"
BT,Rădeni,"642539,669753"
BT,Storești,"640529,673113"
BT,Șendreni,"641084,672629"
BT,Vlădeni-Deal,"641039,670901"
BT,Dumeni,"615125,724251"
BT,Arborea,"613333,729128"
BT,George Enescu,"610847,727471"
BT,Popeni,"609452,726056"
BT,Stânca,"615926,730229"
BT,Gorbănești,"639315,698982"
BT,Răușeni,"666587,676293"
BT,Bătrânești,"641279,700296"
BT,George Coșbuc,"640172,701824"
BT,Mihai Eminescu,"639213,701633"
BT,Silișcani,"639130,693868"
BT,Socrujeni,"643292,699914"
BT,Viforeni,"645448,698567"
BT,Vânători,"640200,696353"
BT,Havârna,"622697,731924"
BT,Balinți,"626408,729200"
BT,Galbeni,"626972,727631"
BT,Gârbeni,"623474,732706"
BT,Niculcea,"627759,727643"
BT,Tătărășeni,"625530,730781"
BT,Hănești,"648024,713846"
BT,Borolea,"650985,718990"
BT,Moara Jorii,"651147,711388"
BT,Sarata-Basarab,"652381,717805"
BT,Slobozia Hănești,"649159,714629"
BT,Hilișeu-Horia,"597383,722962"
BT,Corjăuți,"595051,726829"
BT,Hilișeu-Cloșca,"599575,724866"
BT,Hilișeu-Crișan,"592242,727051"
BT,Iezer,"599540,721292"
BT,Hlipiceni,"661652,679432"
BT,Dragalina,"665058,680964"
BT,Victoria,"662933,681216"
BT,Hudești,"613390,739730"
BT,Alba,"609920,740986"
BT,Baranca,"610236,745275"
BT,Mlenăuți,"610899,737449"
BT,Ibănești,"602981,730973"
BT,Dumbrăvița,"606474,725395"
BT,Leorda,"609878,703060"
BT,Belcea,"608203,701635"
BT,Costinești,"609306,701724"
BT,Dolina,"609242,704175"
BT,Mitoc,"607817,705173"
BT,Lunca,"650636,682188"
BT,Stroiești,"647772,680844"
BT,Zlătunoaia,"650802,685352"
BT,Manoleasa,"653700,723348"
BT,Bold,"658245,721134"
BT,Flondora,"651647,724598"
BT,Iorga,"655317,727299"
BT,Liveni,"653769,730717"
BT,Loturi,"654390,729381"
BT,Manoleasa-Prut,"655771,725683"
BT,Sadoveni,"659257,723056"
BT,Șerpenița,"656393,727933"
BT,Zahoreni,"653110,720050"
BT,Ipotești,"616818,697501"
BT,Baisa,"617625,692904"
BT,Cătămărești,"617897,695922"
BT,Cătămărești-Deal,"619849,697958"
BT,Cervicești,"613286,701044"
BT,Cervicești-Deal,"613684,702094"
BT,Cucorăni,"613651,699244"
BT,Manolești,"621555,695621"
BT,Stâncești,"619871,695174"
BT,Mihăileni,"585710,719037"
BT,Călinești,"592527,714267"
BT,Cândești,"589467,714739"
BT,Pârâu Negru,"587838,718835"
BT,Rogojești,"586837,716157"
BT,Talpa,"592436,712137"
BT,Vițcani,"590442,716809"
BT,Mihălășeni,"655078,711392"
BT,Caraiman,"655861,715799"
BT,Năstase,"659503,708319"
BT,Negrești,"657649,709381"
BT,Păun,"658310,708363"
BT,Sarata,"655353,714949"
BT,Slobozia Silișcani,"655769,708909"
BT,Mileanca,"626211,733736"
BT,Codreni,"633015,734239"
BT,Scutari,"631000,730435"
BT,Seliștea,"625195,737108"
BT,Mitoc,"651463,735804"
BT,Horia,"647030,737750"
BT,Nicolae Bălcescu,"642678,675849"
BT,Chițoveni,"645394,675984"
BT,Prisăcani,"646696,674949"
BT,Nicșeni,"622456,707963"
BT,Dacia,"627014,706261"
BT,Dorobanți,"623204,710524"
BT,Păltiniș,"622305,747706"
BT,Cuzlău,"624591,750307"
BT,Horodiștea,"627841,750179"
BT,Slobozia,"626163,750965"
BT,Pomârla,"598289,727791"
BT,Hulubești,"600630,728458"
BT,Racovăț,"596463,733946"
BT,Prăjeni,"651666,669112"
BT,Câmpeni,"650291,669321"
BT,Lupăria,"652478,667719"
BT,Miletin,"655477,666694"
BT,Rădăuți-Prut,"634298,750753"
BT,Miorcani,"637735,746433"
BT,Rediu,"632134,749476"
BT,Doina,"665311,673742"
BT,Pogorăști,"667403,678003"
BT,Rediu,"668706,673685"
BT,Stolniceni,"669331,676753"
BT,Ripiceni,"660046,718623"
BT,Cinghiniia,"658591,714298"
BT,Lehnești,"658605,714975"
BT,Movila Ruptă,"659255,715587"
BT,Popoaia,"661053,713161"
BT,Ripicenii Vechi,"659822,719598"
BT,Râșca,"662017,712167"
BT,Roma,"619745,705221"
BT,Cotârgaci,"615403,707283"
BT,Românești,"668033,694845"
BT,Dămideni,"669142,690962"
BT,Românești-Vale,"667860,692695"
BT,Sărata,"665778,690693"
BT,Santa Mare,"676946,681017"
BT,Bădărăi,"679136,679448"
BT,Berza,"673504,685213"
BT,Bogdănești,"669437,685519"
BT,Durnești,"678261,680050"
BT,Ilișeni,"669817,688237"
BT,Rânghilești,"667664,685593"
BT,Rânghilești-Deal,"669477,687339"
BT,Suharău,"605774,738935"
BT,Izvoare,"612884,733764"
BT,Lișna,"609991,735248"
BT,Oroftiana,"600301,742924"
BT,Plevna,"608250,734876"
BT,Smârdan,"609483,732162"
BT,Sulița,"644629,684825"
BT,Blândești,"640172,691664"
BT,Cerchejeni,"641308,689754"
BT,Cheliș,"646521,683585"
BT,Dracșani,"645064,682893"
BT,Șoldănești,"644400,694642"
BT,Șendriceni,"599337,717954"
BT,Horlăceni,"600326,713403"
BT,Pădureni,"598313,720285"
BT,Ștefănești,"664865,701462"
BT,Bădiuți,"665507,700574"
BT,Bobulești,"666973,697034"
BT,Stânca,"665174,704925"
BT,Ștefănești-Sat,"663911,701508"
BT,Știubieni,"634211,721141"
BT,Ibăneasa,"629558,719525"
BT,Negreni,"631360,723727"
BT,Todireni,"658798,682050"
BT,Cernești,"657625,681086"
BT,Florești,"660752,682293"
BT,Gârbești,"656614,679901"
BT,Iurești,"655984,682121"
BT,Trușești,"650869,698669"
BT,Buhăceni,"649763,703392"
BT,Ciritei,"647217,701068"
BT,Drislea,"647845,698750"
BT,Ionășeni,"649514,694221"
BT,Păsăteni,"649141,702727"
BT,Tudora,"623079,668858"
BT,Ungureni,"635670,709677"
BT,Borzești,"631184,713897"
BT,Călugăreni,"626437,714369"
BT,Călugărenii Noi,"624752,714424"
BT,Durnești,"632702,712006"
BT,Mihai Viteazu,"633216,715877"
BT,Mândrești,"629769,713682"
BT,Plopenii Mari,"633961,711651"
BT,Plopenii Mici,"632272,713272"
BT,Tăutești,"629638,714683"
BT,Vicoleni,"638245,710552"
BT,Unțeni,"633323,700909"
BT,Burla,"634933,699954"
BT,Burlești,"637011,696952"
BT,Mânăstireni,"632036,705006"
BT,Soroceni,"636541,699854"
BT,Valea Grajdului,"630585,710029"
BT,Vultureni,"628167,707453"
BT,Văculești,"605891,709499"
BT,Gorovei,"600601,709491"
BT,Saucenița,"604484,711432"
BT,Viișoara,"629860,741814"
BT,Cuza Vodă,"626125,744422"
BT,Viișoara Mică,"632925,740923"
BT,Vârfu Câmpului,"599589,705995"
BT,Ionășeni,"603994,702441"
BT,Lunca,"595149,710089"
BT,Vlădeni,"613892,691904"
BT,Brehuiești,"615932,690311"
BT,Hrișcani,"613326,695256"
BT,Huțani,"611489,691070"
BT,Mândrești,"611329,693992"
BT,Vlăsinești,"641056,716961"
BT,Miron Costin,"645758,717496"
BT,Sârbi,"643303,717693"
BT,Vorniceni,"624154,721576"
BT,Davidoaia,"621555,719104"
BT,Dealu Crucii,"623303,716804"
BT,Vorona,"623689,678762"
BT,Icușeni,"620031,678243"
BT,Joldești,"618675,674585"
BT,Poiana,"620929,679240"
BT,Vorona Mare,"621604,674210"
BT,Vorona-Teodoru,"623458,675181"
BT,Dămileni,"604187,735562"
BT,Slobozia,"619282,723979"
BT,Bașeu,"611334,739012"
BT,Vatra,"614375,739806"
BT,Dobrinăuți-Hapăi,"595694,711292"
BT,Maghera,"597487,707659"
BT,Pustoaia,"598602,708669"
BV,Brașov,"546846,461473"
BV,Ghimbav,"539608,462785"
BV,Codlea,"534866,466699"
BV,Făgăraș,"497940,482329"
BV,Predeal,"544985,445232"
BV,Pârâul Rece,"539963,445900"
BV,Timișu de Jos,"548595,453605"
BV,Timișu de Sus,"545170,447670"
BV,Râșnov,"536193,454665"
BV,Rupea,"517282,504352"
BV,Fișer,"511680,508803"
BV,Săcele,"554498,457759"
BV,Victoria,"476871,470004"
BV,Zărnești,"524812,451259"
BV,Tohanu Nou,"530152,450299"
BV,Apața,"541324,494630"
BV,Beclean,"494135,481292"
BV,Boholț,"493838,487637"
BV,Calbor,"492506,485633"
BV,Hurez,"496502,477916"
BV,Luța,"492905,477767"
BV,Bod,"549926,473960"
BV,Colonia Bod,"546640,473048"
BV,Bran,"528759,446326"
BV,Predeluț,"528456,447499"
BV,Sohodol,"531431,447662"
BV,Șimon,"527876,442817"
BV,Budila,"562936,464128"
BV,Bunești,"504966,511906"
BV,Criț,"501560,513628"
BV,Meșendorf,"498862,509917"
BV,Roadeș,"508601,514227"
BV,Viscri,"507380,506134"
BV,Cața,"521737,510065"
BV,Beia,"514342,516287"
BV,Drăușeni,"523877,515622"
BV,Ionești,"526131,517908"
BV,Paloș,"518125,513502"
BV,Cincu,"484872,490654"
BV,Toarcla,"479959,488755"
BV,Comana de Jos,"517940,490441"
BV,Comana de Sus,"520847,488445"
BV,Crihalma,"515664,491802"
BV,Ticușu Nou,"514057,490991"
BV,Cristian,"537652,458414"
BV,Dumbrăvița,"534209,474201"
BV,Vlădeni,"528963,474159"
BV,Feldioara,"546230,480060"
BV,Colonia Reconstrucția,"544361,480916"
BV,Rotbav,"543320,482263"
